武将姓,武将名,統率,武勇,知略,内政,外政,戦闘,政治,合計,父親,姓読み,名読み,誕生年,登場年,没年,寿命,義理親,志,戦法,補佐,作戦,気質,野心,母親
内藤,信正,60,72,61,57,58,132,115,308,内藤信成,ないとう,のぶまさ,1568年,1583年,1626年,59,-,所領拡大,奮闘,猛攻,全軍突撃,家名,3,-
朽木,宣綱,41,40,46,48,44,81,92,219,朽木元綱,くつき,のぶつな,1582年,1597年,1662年,81,-,領地保全,臨戦,万全,囮挑発,家名,7,-
戸田,氏鉄,61,54,53,63,59,115,122,290,-,とだ,うじかね,1576年,1591年,1655年,80,-,家名存続,用心,斥候,神出鬼没,勲功,7,-
松平,定勝,51,35,46,65,56,86,121,253,-,まつだいら,さだかつ,1560年,1575年,1624年,65,-,所領拡大,激励,堅固,囮挑発,家名,4,-
谷,衛友,62,75,45,32,34,137,66,248,-,たに,もりとも,1563年,1578年,1628年,66,-,所領拡大,奮闘,猛攻,全軍突撃,勲功,8,-
松平,康重,72,74,60,52,55,146,107,313,-,まつだいら,やすしげ,1568年,1583年,1640年,73,-,領地保全,死兵,復帰,全軍突撃,家名,5,-
小出,吉英,61,47,51,54,51,108,105,264,小出吉政,こいで,よしひで,1587年,1602年,1666年,80,-,家名存続,用心,斥候,神出鬼没,勲功,7,-
小出,三尹,51,45,55,55,54,96,109,260,小出秀政,こいで,みつただ,1589年,1603年,1642年,54,-,所領拡大,足止め,回避,神出鬼没,家名,6,-
本多,政武,63,40,76,72,76,103,148,327,本多利朝,ほんだ,まさたけ,1598年,1610年,1637年,40,-,領地保全,叱咤,伏兵,神出鬼没,芸道,7,-
片桐,貞隆,58,67,68,61,66,125,127,320,片桐直貞,かたぎり,さだたか,1560年,1575年,1627年,68,-,領地保全,奮闘,強撃,全軍突撃,実利,8,-
桑山,一直,39,63,45,49,44,102,93,240,桑山一重,くわやま,かずなお,1578年,1593年,1636年,59,-,家名存続,突撃,速攻,全軍突撃,勲功,7,-
池田,光政,77,72,80,75,79,149,154,383,池田利隆,いけだ,みつまさ,1609年,1616年,1682年,74,-,所領拡大,激励,伏兵,神出鬼没,才覚,9,-
池田,輝澄,52,50,55,55,54,102,109,266,池田輝政,いけだ,てるずみ,1604年,1615年,1662年,59,-,家督継承,臥薪嘗胆,奪力,本陣斬込,家名,7,-
池田,政綱,59,52,60,62,62,111,124,295,池田輝政,いけだ,まさつな,1605年,1615年,1631年,27,-,領地保全,用心,斥候,神出鬼没,才覚,6,-
池田,忠雄,54,59,49,50,47,113,97,259,池田輝政,いけだ,ただかつ,1602年,1608年,1632年,31,-,家名存続,突撃,速攻,全軍突撃,実利,9,-
蒔田,広定,41,44,54,41,44,85,85,224,-,まいた,ひろさだ,1571年,1586年,1636年,66,-,所領拡大,足止め,回避,神出鬼没,家名,7,-
福島,忠勝,59,54,48,56,51,113,107,268,福島正則,ふくしま,ただかつ,1598年,1613年,1620年,23,-,所領拡大,突撃,速攻,全軍突撃,勲功,6,-
毛利,秀就,51,68,35,35,29,119,64,218,毛利輝元,もうり,ひでなり,1591年,1599年,1651年,61,-,天下統一,突撃,速攻,全軍突撃,勲功,10,-
小出,吉親,50,54,37,52,41,104,93,234,小出吉政,こいで,よしちか,1590年,1605年,1668年,79,-,家名存続,奮闘,猛攻,全軍突撃,勲功,7,-
杉原,長房,61,59,64,52,58,120,110,294,-,すぎはら,ながふさ,1574年,1584年,1629年,56,-,所領拡大,挟撃巧者,地利,神出鬼没,才覚,6,-
池田,長幸,73,66,74,67,72,139,139,352,池田長吉,いけだ,ながよし,1587年,1602年,1632年,46,-,家督継承,激励,伏兵,神出鬼没,勲功,6,-
亀井,政矩,53,42,62,64,64,95,128,285,亀井茲矩,かめい,まさのり,1590年,1602年,1619年,30,-,領地保全,臨戦,万全,囮挑発,家名,7,-
山崎,家治,66,59,64,76,73,125,149,338,山崎家盛,やまざき,いえはる,1594年,1609年,1648年,55,-,家名存続,死兵,地利,本陣斬込,実利,8,-
加藤,貞泰,57,53,56,49,51,110,100,266,加藤光泰,かとう,さだやす,1580年,1593年,1623年,44,-,所領拡大,奮闘,強撃,全軍突撃,実利,8,-
市橋,長勝,47,33,51,43,44,80,87,218,-,いちはし,ながかつ,1557年,1572年,1620年,64,-,領地保全,急襲,復帰,囮挑発,実利,6,-
堀尾,忠晴,58,71,43,34,34,129,68,240,堀尾忠氏,ほりお,ただはる,1599年,1604年,1633年,35,-,領地保全,早駆け,猛攻,本陣斬込,勲功,8,-
生駒,正俊,41,35,55,41,45,76,86,217,生駒一正,いこま,まさとし,1586年,1601年,1621年,36,-,家名存続,用心,斥候,神出鬼没,家名,7,-
加藤,明成,51,73,34,32,28,124,60,218,加藤嘉明,かとう,あきなり,1592年,1607年,1661年,70,-,所領拡大,突撃,速攻,全軍突撃,実利,10,-
伊達,秀宗,66,63,59,59,59,129,118,306,伊達政宗,だて,ひでむね,1591年,1596年,1658年,68,-,所領拡大,急襲,復帰,囮挑発,野心,8,-
中川,久盛,44,40,51,55,51,84,106,241,中川秀成,なかがわ,ひさもり,1594年,1609年,1653年,60,-,領地保全,太鼓持ち,万全,囮挑発,家名,3,-
竹中,重利,57,43,69,70,71,100,141,310,-,たけなか,しげとし,1562年,1577年,1615年,54,-,家名存続,逆撫で,地利,囮挑発,才覚,7,-
竹中,重義,49,43,72,65,70,92,135,299,竹中重利,たけなか,しげよし,1587年,1602年,1634年,48,-,所領拡大,策士,復讐,神出鬼没,実利,8,-
木下,延俊,52,50,58,59,59,102,118,278,木下家定,きのした,のぶとし,1577年,1592年,1642年,66,-,家名存続,奮闘,強撃,全軍突撃,家名,5,-
久留島,通春,49,50,61,62,63,99,125,285,来島長親,くるしま,みちはる,1607年,1612年,1655年,49,-,領地保全,奮闘,強撃,全軍突撃,才覚,8,-
黒田,忠之,28,49,35,34,29,77,63,175,黒田長政,くろだ,ただゆき,1602年,1614年,1654年,53,-,家名存続,臨戦,万全,囮挑発,勲功,12,-
田中,忠政,49,43,53,56,54,92,110,255,田中吉政,たなか,ただまさ,1585年,1600年,1620年,36,-,所領拡大,死兵,万全,囮挑発,勲功,8,-
松浦,隆信,42,45,28,33,25,87,58,173,松浦久信,まつら,たかのぶ,1592年,1603年,1637年,46,-,領地保全,最大戦速,水戦,川舟移動,実利,7,-
大村,純頼,45,51,43,48,43,96,91,230,大村喜前,おおむら,すみより,1592年,1607年,1619年,28,-,領地保全,突撃,速攻,全軍突撃,家名,5,-
加藤,忠広,31,27,38,30,28,58,58,154,加藤清正,かとう,ただひろ,1601年,1611年,1653年,53,-,家名存続,臨戦,万全,囮挑発,芸道,9,-
秋月,種春,38,35,43,48,43,73,91,207,-,あきづき,たねはる,1610年,1614年,1659年,50,-,所領拡大,気勢崩し,堅固,囮挑発,家名,7,-
島津,忠興,55,59,48,62,54,114,116,278,島津以久,しまづ,ただおき,1599年,1610年,1637年,39,-,領地保全,挟撃巧者,疾走,神出鬼没,勲功,6,-
仙石,秀範,57,64,58,42,47,121,89,268,仙石権兵衛,せんごく,ひでのり,1576年,1591年,1615年,40,-,領地保全,突撃,速攻,全軍突撃,勲功,7,-
青木,一重,54,62,44,49,43,116,92,252,-,あおき,かずしげ,1551年,1566年,1628年,78,-,家名存続,奮闘,強撃,全軍突撃,家名,4,-
伊東,長実,58,52,63,45,52,110,97,270,-,いとう,ながざね,1560年,1573年,1629年,70,-,所領拡大,挟撃巧者,地利,神出鬼没,勲功,8,-
渡辺,糺,62,67,54,42,45,129,87,270,-,わたなべ,ただす,1576年,1591年,1615年,40,-,所領拡大,臨戦,万全,囮挑発,勲功,7,-
山口,弘定,56,62,54,56,54,118,110,282,山口宗永,やまぐち,ひろさだ,1568年,1583年,1615年,48,-,領地保全,奮闘,猛攻,全軍突撃,勲功,7,-
織田,昌澄,34,54,43,42,40,88,82,213,織田信澄,おだ,まさずみ,1579年,1594年,1641年,63,-,領地保全,突撃,速攻,全軍突撃,実利,8,-
増田,盛次,58,62,52,53,50,120,103,275,増田長盛,ました,もりつぐ,1580年,1595年,1615年,36,-,所領拡大,急襲,復帰,囮挑発,野心,7,-
石川,康勝,46,43,58,52,55,89,107,254,石川数正,いしかわ,やすかつ,1556年,1571年,1615年,60,-,領地保全,足止め,回避,神出鬼没,実利,7,-
戸田,氏信,42,39,49,52,49,81,101,231,戸田氏鉄,とだ,うじのぶ,1600年,1614年,1681年,82,-,領地保全,気勢崩し,堅固,囮挑発,家名,6,-
水谷,勝隆,64,50,57,69,64,114,133,304,-,みずのや,かつたか,1597年,1606年,1664年,68,-,家名存続,太鼓持ち,万全,囮挑発,実利,7,-
向井,忠勝,68,66,57,69,64,134,133,324,向井正綱,むかい,ただかつ,1582年,1597年,1641年,60,-,所領拡大,最大戦速,水戦,川舟移動,実利,8,-
小浜,光隆,57,57,62,43,51,114,94,270,小浜景隆,おはま,みつたか,1572年,1587年,1645年,74,-,領地保全,最大戦速,水戦,川舟移動,実利,9,-
長谷川,守知,58,51,64,53,58,109,111,284,-,はせがわ,もりとも,1569年,1584年,1633年,65,-,領地保全,足止め,回避,神出鬼没,実利,7,-
内藤,忠興,47,68,52,53,50,115,103,270,内藤政長,ないとう,ただおき,1592年,1607年,1674年,83,-,家名存続,突撃,速攻,全軍突撃,勲功,6,-
神保,相茂,44,53,43,44,41,97,85,225,-,じんぼう,すけしげ,1582年,1600年,1615年,34,-,所領拡大,臥薪嘗胆,奪力,本陣斬込,勲功,8,-
西尾,嘉教,38,40,37,38,32,78,70,185,-,にしお,よしのり,1590年,1605年,1623年,34,-,所領拡大,臨戦,万全,囮挑発,実利,7,-
堀,利重,49,72,46,36,37,121,73,240,堀秀重,ほり,とししげ,1581年,1596年,1638年,58,-,領地保全,奮闘,強撃,全軍突撃,勲功,8,-
松平,信綱,84,67,89,90,87,151,177,417,-,まつだいら,のぶつな,1596年,1611年,1662年,67,-,家名存続,策士,参謀,神出鬼没,才覚,5,-
松平,直政,64,69,73,58,67,133,125,331,松平秀康,まつだいら,なおまさ,1601年,1613年,1666年,66,-,所領拡大,叱咤,伏兵,神出鬼没,勲功,8,-
亀田,高綱,47,64,52,47,46,111,93,256,-,かめだ,たかつな,1558年,1573年,1633年,76,-,所領拡大,奮闘,猛攻,全軍突撃,勲功,6,-
小林,良道,33,39,46,47,43,72,90,208,-,こばやし,よしみち,1514年,1529年,1563年,50,-,領地保全,気勢崩し,堅固,囮挑発,家名,6,-
松前,景広,49,43,55,59,57,92,116,263,蠣崎慶広,まつまえ,かげひろ,1600年,1614年,1658年,59,-,家名存続,死兵,万全,囮挑発,家名,4,-
酒井,広種,47,60,48,42,42,107,84,239,-,さかい,ひろたね,1602年,1617年,1637年,36,-,所領拡大,奮闘,強撃,全軍突撃,家名,3,-
石田,重成,48,28,47,62,54,76,116,239,石田三成,いしだ,しげなり,1589年,1604年,1641年,53,-,所領拡大,激励,堅固,囮挑発,勲功,7,-
七戸,家国,47,57,52,35,40,104,75,231,-,しちのへ,いえくに,1539年,1554年,1591年,53,-,領地保全,早駆け,猛攻,本陣斬込,家名,8,-
石亀,信房,52,48,48,42,42,100,84,232,南部政康,いしがめ,のぶふさ,1499年,1514年,1583年,85,-,家名存続,挟撃巧者,疾走,神出鬼没,家名,8,-
田鎖,光守,32,43,37,34,30,75,64,176,-,たぐさり,みつもり,1557年,1572年,1627年,71,-,所領拡大,突撃,速攻,全軍突撃,家名,7,-
南部,政直,39,33,55,46,48,72,94,221,石川利直,なんぶ,まさなお,1599年,1614年,1624年,26,-,天下統一,足止め,回避,神出鬼没,家名,3,-
北,愛一,58,54,71,72,73,112,145,328,北信愛,きた,ちかかず,1553年,1568年,1634年,82,-,領地保全,叱咤,伏兵,神出鬼没,才覚,6,-
山岡,重長,74,53,64,61,64,127,125,316,-,やまおか,しげなが,1553年,1568年,1626年,74,-,家名存続,急襲,復帰,囮挑発,才覚,7,-
湯目,景康,68,52,73,71,73,120,144,337,-,ゆのめ,かげやす,1564年,1579年,1638年,75,-,所領拡大,策士,強撃,神出鬼没,家名,4,-
後藤,寿庵,66,61,70,77,76,127,153,350,-,ごとう,じゅあん,1577年,1592年,1638年,62,-,家名存続,死兵,万全,囮挑発,実利,7,-
相馬,隆胤,37,46,44,40,38,83,78,205,相馬盛胤,そうま,たかたね,1551年,1566年,1590年,40,-,領地保全,突撃,速攻,全軍突撃,実利,8,-
木幡,継清,43,55,45,35,36,98,71,214,木幡某,こばた,つぐきよ,1534年,1549年,1618年,85,-,家名存続,死兵,復帰,全軍突撃,家名,7,-
清野,長範,48,43,59,71,66,91,137,287,平田舜範,きよの,ながのり,1573年,1588年,1634年,62,-,所領拡大,激励,堅固,囮挑発,才覚,6,-
二本松,義孝,40,37,51,51,49,77,100,228,二本松義継,にほんまつ,よしたか,1576年,1591年,1655年,80,-,家名存続,気勢崩し,堅固,囮挑発,実利,8,-
蒲生,忠知,50,30,38,59,46,80,105,223,蒲生秀行,がもう,ただとも,1604年,1619年,1634年,31,-,領地保全,激励,堅固,囮挑発,才覚,9,-
大高,光忠,38,27,55,50,51,65,101,221,-,おおたか,みつただ,1529年,1544年,1587年,59,-,家名存続,足止め,回避,神出鬼没,実利,8,-
仁賀保,挙晴,42,49,37,44,37,91,81,209,-,にかほ,たかはる,1523年,1538年,1591年,69,-,所領拡大,突撃,速攻,全軍突撃,実利,9,-
戸沢,政房,43,74,43,34,34,117,68,228,-,とざわ,まさふさ,1560年,1575年,1633年,74,-,所領拡大,急襲,猛攻,全軍突撃,家名,7,-
松根,光広,45,39,53,45,46,84,91,228,長瀞義保,まつね,みつひろ,1589年,1604年,1672年,84,-,領地保全,足止め,回避,神出鬼没,実利,6,-
矢田野,義正,74,65,63,57,60,139,117,319,-,やだの,よしまさ,1565年,1580年,1623年,59,-,家名存続,臥薪嘗胆,伏兵,本陣斬込,家名,5,-
小場,義成,66,60,60,59,61,126,120,306,小場義宗,おば,よしなり,1569年,1584年,1634年,66,-,所領拡大,急襲,復帰,囮挑発,家名,4,-
高瀬,忠行,52,34,68,44,54,86,98,252,-,たかせ,ただゆき,1533年,1548年,1581年,49,-,領地保全,策士,強撃,神出鬼没,家名,7,-
安中,重繁,34,40,42,32,32,74,64,180,-,あんなか,しげしげ,1512年,1527年,1564年,53,-,領地保全,突撃,速攻,全軍突撃,実利,8,-
佐野,弘綱,37,25,38,40,36,62,76,176,-,さの,ひろつな,1517年,1532年,1566年,50,-,家名存続,気勢崩し,堅固,囮挑発,家名,5,-
北条,氏重,58,44,48,52,48,102,100,250,保科正直,ほうじょう,うじしげ,1595年,1610年,1658年,64,北条氏勝,所領拡大,用心,斥候,神出鬼没,家名,8,-
堀田,作兵衛,58,64,52,39,42,122,81,255,-,ほった,さくべえ,1570年,1585年,1615年,46,-,所領拡大,突撃,速攻,全軍突撃,才覚,3,-
高梨,内記,62,59,59,64,63,121,127,307,-,たかなし,ないき,1560年,1575年,1615年,56,-,領地保全,急襲,復帰,囮挑発,才覚,4,-
室賀,正武,51,44,69,43,54,95,97,261,-,むろが,まさたけ,1552年,1567年,1584年,33,-,家名存続,足止め,回避,神出鬼没,実利,9,-
孕石,元成,54,50,47,52,47,104,99,250,-,はらみいし,もとしげ,1563年,1578年,1632年,70,-,所領拡大,用心,斥候,神出鬼没,家名,9,-
五藤,為重,60,42,48,54,49,102,103,253,-,ごとう,ためしげ,1558年,1573年,1629年,72,-,家名存続,太鼓持ち,万全,囮挑発,勲功,4,-
麻生野,直盛,39,36,33,42,33,75,75,183,江馬時経,あそや,なおもり,1508年,1523年,1568年,61,-,領地保全,用心,斥候,神出鬼没,実利,9,-
小浜,景隆,58,65,47,39,39,123,78,248,-,おはま,かげたか,1540年,1555年,1597年,58,-,家名存続,最大戦速,水戦,川舟移動,実利,8,-
三木,近綱,53,55,38,32,30,108,62,208,三木自綱,みつき,ちかつな,1574年,1589年,1629年,56,-,所領拡大,奮闘,猛攻,全軍突撃,勲功,7,-
本多,政重,39,68,64,52,58,107,110,281,本多正信,ほんだ,まさしげ,1580年,1595年,1647年,68,-,所領拡大,急襲,猛攻,全軍突撃,勲功,8,-
永原,孝治,46,42,48,50,46,88,96,232,赤座吉家,ながはら,たかはる,1578年,1593年,1660年,83,-,領地保全,急襲,復帰,囮挑発,実利,7,-
江口,正吉,68,49,77,61,71,117,132,326,-,えぐち,まさよし,1560年,1575年,1631年,72,-,家名存続,策士,強撃,神出鬼没,才覚,7,-
永原,松雲,58,63,69,58,63,121,121,311,-,ながはら,しょううん,1565年,1580年,1638年,74,-,所領拡大,急襲,復帰,囮挑発,勲功,8,-
南部,無右衛門,38,71,30,23,23,109,46,185,-,なんぶ,ぶえもん,1568年,1583年,1638年,71,-,所領拡大,突撃,速攻,全軍突撃,勲功,6,-
原田,嘉種,39,49,45,50,44,88,94,227,原田信種,はらだ,よしたね,1584年,1598年,1660年,77,-,領地保全,臨戦,万全,囮挑発,家名,7,-
安田,作兵衛,41,68,34,25,25,109,50,193,-,やすだ,さくべえ,1556年,1571年,1597年,42,-,家名存続,奮闘,猛攻,全軍突撃,勲功,8,-
安藤,直次,63,63,70,75,74,126,149,345,-,あんどう,なおつぐ,1555年,1570年,1635年,81,-,所領拡大,逆撫で,地利,囮挑発,勲功,3,-
加藤,政貞,47,42,39,29,28,89,57,185,尼子清久,かとう,まささだ,1527年,1542年,1578年,52,-,家督継承,用心,斥候,神出鬼没,家名,4,-
河副,久盛,74,63,73,62,69,137,131,341,-,かわぞえ,ひさもり,1513年,1528年,1569年,57,-,領地保全,激励,伏兵,神出鬼没,家名,7,-
中井,久包,64,52,70,72,72,116,144,330,-,なかい,ひさかね,1498年,1513年,1566年,69,-,家名存続,太鼓持ち,万全,囮挑発,家名,6,-
三刀屋,久扶,56,40,60,55,57,96,112,268,-,みとや,ひさすけ,1513年,1528年,1591年,79,-,所領拡大,足止め,回避,神出鬼没,家名,8,-
多胡,辰敬,67,59,64,67,67,126,134,324,-,たこ,ときたか,1497年,1512年,1562年,66,-,家名存続,急襲,復帰,囮挑発,家名,3,-
松井,興長,61,51,65,59,63,112,122,299,松井康之,まつい,おきなが,1582年,1597年,1661年,80,-,領地保全,挟撃巧者,疾走,神出鬼没,才覚,5,-
三木,通秋,34,39,39,38,34,73,72,184,-,みき,みちあき,1534年,1549年,1584年,51,-,家名存続,奮闘,強撃,全軍突撃,実利,6,-
牧,国信,61,54,53,59,56,115,115,283,牧某,まき,くにのぶ,1531年,1546年,1605年,75,-,所領拡大,用心,斥候,神出鬼没,家名,7,-
池田,重利,70,62,73,60,67,132,127,332,下間頼竜,いけだ,しげとし,1586年,1609年,1631年,46,-,領地保全,挟撃巧者,地利,神出鬼没,勲功,8,-
森,可春,55,59,56,62,60,114,122,292,-,もり,よしはる,1594年,1609年,1651年,58,-,領地保全,急襲,猛攻,全軍突撃,勲功,8,-
妻木,頼忠,47,43,56,65,62,90,127,273,妻木貞徳,つまき,よりただ,1565年,1580年,1623年,59,-,家名存続,臨戦,万全,囮挑発,家名,7,-
益田,景祥,58,66,54,69,62,124,131,309,益田元祥,ますだ,かげよし,1577年,1592年,1630年,54,-,所領拡大,挟撃巧者,地利,神出鬼没,家名,4,-
清水,景治,61,65,55,71,64,126,135,316,清水宗治,しみず,かげはる,1571年,1586年,1649年,79,-,領地保全,死兵,復帰,全軍突撃,家名,3,-
乃美,隆興,63,59,67,54,60,122,114,303,-,のみ,たかおき,1513年,1528年,1598年,86,-,領地保全,策士,強撃,神出鬼没,実利,6,-
江良,房栄,60,45,50,54,50,105,104,259,-,えら,ふさひで,1515年,1530年,1555年,41,-,家名存続,用心,斥候,神出鬼没,実利,10,-
細川,真之,34,35,35,40,33,69,73,177,細川持隆,ほそかわ,さねゆき,1538年,1553年,1582年,45,-,所領拡大,臨戦,万全,囮挑発,家名,11,-
長宗我部,康豊,43,68,63,48,54,111,102,276,長宗我部元親,ちょうそかべ,やすとよ,1599年,1614年,1668年,70,-,所領拡大,奮闘,猛攻,全軍突撃,勲功,4,-
得居,通幸,71,73,70,37,52,144,89,303,村上通康,とくい,みちゆき,1557年,1572年,1594年,38,-,領地保全,最大戦速,水戦,川舟移動,実利,8,-
佃,十成,61,59,56,46,49,120,95,271,-,つくだ,かずなり,1553年,1568年,1634年,82,-,家名存続,急襲,復帰,囮挑発,才覚,6,-
津野,基高,36,34,35,43,35,70,78,183,-,つの,もとたか,1503年,1518年,1553年,51,-,所領拡大,臨戦,万全,囮挑発,家名,8,-
津野,定勝,37,40,38,40,36,77,76,191,津野基高,つの,さだかつ,1526年,1541年,1575年,50,-,領地保全,突撃,速攻,全軍突撃,家名,7,-
